question_id	question_text
3961	how has art in america evolve?
412	What effects does high volume horizontal fracturing (HVHF) have on drinking water?
1258	How has the basic needs approach been criticized?
394	How would you describe the style and historical context of Baroque?
1027	What created a power vacuum within the Inca empire?
2758	How was being a hunter-gatherer used as a survival strategy historically?
1550	What impact did religion have on Eastern Europe?
2873	How did the Plague cause a shift in religious thought and a relationship to the divine?
872	What are the financial benefits of the LDS church?
3118	What is Israel's position in UNESCO?
533	What is Kenya named  after ?
883	What were the earliest events in Spain's colonization of Mexico?
495	What is the geological profile of Anatolia?
3911	Why is the ancient history of Puerto Rico not well-known?
3319	What alternative energy sources came about due to the 1973 oil crisis?
2485	How has other languages influenced Old English?
3827	Why is there much controversy concerning the division of the 19 municipalities?
1365	How does kindergarten function in the US?
2685	How did the Games change during the 20th and 21st centuries?
1718	How far spread is the Greek language?
2300	Why do humid climates form in the subtropical regions?
2869	Why was Honduras suspended as a member?
3320	How was the macroeconomy affected by the 1973 oil crisis?
3208	What was the ultimate outcome of Ceasar's asassination?
379	Why are nuclear weapons considered weapons of mass destruction?
2013	How does gerrymandering affect the plurality voting system?
386	Why does illiteracy disproportionately affect women?
1606	What is the history of the word Italian?
1217	How is syncretism seen by critics?
1729	Why was general MacArthur relieved of his duties during the Korean War?
3870	What did Karl Marx think about trade unions?
1987	What are the powers and limitations of the British House of Lords and the House of Commons?
193	How did the French Revolution essentially alter the course modern history?
167	What stance does The Economist take on global warming?
733	What are angiosperm derived characteristics of the flowering plant?
1835	"Why are Spanish speakers hesitant to call people from the United States ""American""?"
2736	What is the history of Japanese occupation of Hong Kong?
1613	How did the church gain power in early Cologne?
2761	How can hunter-gatherers be classified by their return systems?
873	Why does coastal North Carolina have a infamous reputation with sailors?
996	How did the introduction of air conditioning cause an increase in corporate and business activity in Houston?
3441	Why was Batista an ineffective leader?
2487	How has Anglo-Saxon literacy develop?
2912	"How did Elvis become ""lost in Hollywood?"""
2155	What are teh ways that the EU has demonstrated leadership in global environmental governance in recent year?
2006	How do Protestants view the deuterocanonical books?
1403	What are the limits of GDP?
2692	What is the etymology of the name Scotland?
3253	What were the steps in Belize's journey toward independence?
2012	How does the plurality voting system contribute to the two-party system?
1972	How does immigrant assimilation come into play with countries?
79	How are the politics of South Africa structured?
1527	Why did the first colony of African Americans, located in present day South Carolina, fail?
2802	What's the difference between an ecoregion and a bioregion?
2137	Why was so little known of Antarctica until recently?
3015	How did the pilgrimage of peasants during and after the Crusades affect architecture across Europe?
2850	What is Eurasia?
1838	How did Ignacious of Loyola's military background shape the expectations he had for priests in the order?
346	What is the importance of higher education in Israel?
1509	What contribution did European allies have on declaring World War I?
2884	How has pharmacology advanced in medicine?
58	Why are human rights such an issue in Ethiopia?
3431	Why was the relationship between the university and the citizens contentious prior to the 20th century?
1860	How does Algeria's climate vary?
933	What does the Continental Europe exclude?
3837	How was popular music shaped by the 1920's?
2548	According to Marxists, how is unemployment profitable under capitalism?
132	What is the modern significance of Ancient Rome?
1884	What were aspects of the opinion of the Catholic Church's view on capital punishment as expressed in the Catholic Encyclopedia in 1911?
1733	Why are Asian Americans called the model minority?
2925	What does a putsch describe?
3601	How is water supplied to Jakarta?
863	Why did Romania enter World War I?
1521	How did the discovery of the New World influence global food products and cuisine?
1005	Why does Pope Benedict believe agnosticism is contradictory?
3711	How was professional Baseball affected by WWII?
1881	What features do blood feuds have?
1231	How has the split between the two branches of Islam caused violence?
3692	What was the Venetian structure of government?
1210	What role did Frankfurt play in the rise of electronic music?
3429	What are the components of the Administrative and Operational structures of the British Army?
4137	What are the characteristics of a lingua franca?
757	What defines Advantages and disadvantages in  Proportional representation?
2990	Why Rome predominantly Catholic?
420	How was the US government named?
2408	"Etymologically, How Did This ""Guerrilla Warfare"" Expression Come About?"
2343	What is the signicance of architecture in Munich?
2005	How do the books that make up the Old Testament in the Christian Bible differ?
2750	What were senators told in October in 2002?
2047	What was a major advance in the philosophy of science, as advocated by Socrates?
3542	"Why are pounds called ""pound sterling?"""
2214	What caused the bronze age to end and usher in the beginnings of the iron age?
704	What is the structure of the modern-day government of British Columbia?
854	How did The Wall Street Journal develop into it's modern form?
3437	What happened to the original inhabitants of Cuba?
2614	What was the Manhattan Project?
4101	In information technology, how do data and information differ?
2823	How prolific were Michael Jackson's awards?
2330	What role did the Iroquois Confederation have in the Ohio Valley?
1569	How can we at once connect Theodore Roosevelt Jr. to the Rough Riders national fame & to President William McKinley's landslide re-election in 1900?
855	How did The Wall Street Journal transition to the digital age?
546	What is the history of Rugby?
613	What is the economic structure of the Middle East?
4003	How did Azerbaijan come to be one of only two Shia-majority countries?
88	Why is North Korea known to have one of the worst human rights records in the world?
537	How does the government of Papua New Guinea view its population?
1732	Why were some Asian Americans the target of violence?
2800	How dense is the population in the region?
3697	What is the Islamic understanding of angels?
1399	Why is it necessary to distinguish the history of the concept of GDP from the history of changes in the ways of estimating it?
2799	How is the climate in the Northeastern US?
514	What is the climate of San Diego?
1719	What did Latin have an influence on parisian literature?
4173	What is the official status of the Vietnamese language?
13	Why do westernized countries have a more developed tertiary sector?
1281	"What defines ""a genocidal state""?"
3581	What was the religious role in Ancient Greek Olympics?
2698	How did capitalism progress from mercantilism to the industrial age?
278	What are some things that San Fransisco is known for?
2104	Why did architectural phenomenology emerge?
443	Describe the history of counties as a political unit within Croatia?
623	How does Alaska relate to the contiguous US?
1068	How did the Great Vowel shift affect the English language?
365	What are the main beliefs of the modern Democratic Party?
2733	How did the name Hong Kong arise?
581	What is the scientific name and family of rice?
2703	In terms of domestic policy in office & the Cold War, how did Reagan's Presidency distinguish itself?
1519	What is the annual weather like in Melbourne?
408	What was the significance of telephones in Austria-Hungary?
1620	How did the Republic transition into an Empire?
2287	"Why is Wisconsin known as ""America's Dairyland?"""
3344	What is the cultural legacy of Toronto?
3476	What is the main law enforcement agency in the United States?
792	How are consuls described in Thomas Mann's novel Buddenbrooks?
3049	What was the decolonization of Suriname?
2752	Who are notable alumni and former students of Columbia?
1482	What has been Time magazine's stylistic signature?
1789	What was the cause of the Norman conquest?
2634	What is Pittsburgh know for?
3054	How is the region defined based on ethnicity?
2665	How was Mumbai renamed in the late 20th century?
2022	Why did Napoleon establish a political system called dictatorship by plebiscite?
4158	Why did the Party of National Unity seek an alliance with Italy?
1037	What happened between the North and South in 1948?
185	What was the Marines role in the Navy ships?
175	What characterized the Irish presence in Jamaica?
1531	What were characteristics of the Arabic of late pre-Islamic times?
2459	Why has the amount of sewage pollution dropped in the Great Lakes since the 1970s?
2296	How was the Dallas area inhabited in prehistory?
3239	What is the official language of Mongolia?
3543	What materials were the original pennies made of?
2107	What characterizes the mountains of Oklahoma?
4046	Why would fraying occur in DNA?
890	What is the history of Sri Lanka since it declared independence in 1948?
2362	How did Confuscious influence China in education?
1900	What does the United Nations Development Programme do for poverty reduction?
957	Why was the northern Atacama desert a political centerpoint?
3684	What were different influences in Myanmar city states?
1669	How is biotechnology important in agriculture?
1596	What criticisms exist of the Nobel Prize in Literature?
3111	What is a Sikh?
893	How did Baltimore get its name?
3767	What were the labor issues facing the NHL?
2301	Why do subtropical climates sometimes extend far above the subtropical boundaries?
571	How did the Treaty of Nanking affect trade in Shanghai?
3625	What occurred among superpowers during the Cold War?
542	How did social and political change lead to the rise of modern art?
3685	What happend to Myanmar society after Pagan's collapse?
129	Why was the draft of the declaration ordered to lie on the table?
604	What characterized the postwar losses of the passenger rail?
1701	What alternative hypothesis for the creation of the Gulf of Mexico was offered in a 2002 essay, and was the theory met with favor by fellow geologists?
2496	What were the causes of the initial rise of what is now the conservative party?
3470	How did rail travel shape New Mexico?
3798	How does renewable energy bring us back to a time before the Industrial Revolution?
62	Why was a system of concentric rings adopted as RAF insignia?
4050	What is the Lutheran understanding of the Lord's Supper?
1979	Why did Glasgow rise to power as a trading and cultural hub?
165	Why did James Wilson start The Economist?
1188	What is the current status of health care in Jordan?
1668	How is pharmacogenomics important in medicine?
2728	How do historians characterize the Victorian era?
2853	What are the geopolitics of Eurasia?
3008	Why were iron goods so vital to Birmingham's economy?
2628	What are some of the ways in which the menus at international McDonald's locations differ from the standard menu in the United States?
1743	In the United States, What Exactly Is This Idea Of A County?
562	How did Russia respond to the Marshall plan?
3213	What is the genealogical criteria to classify a person as Arabic?
667	What are some ways the US Navy has used nuclear power?
50	What is the geography of the Rhine?
211	What was the Bismark Era?
4159	How did Japan form an alliance with Germany?
4154	What signifies an undeveloped country?
2065	How did welfare states develop?
1727	How did Korea's contributions to China impact foreign relations?
2664	What is the origin of the city's name?
424	How may a federal officer be impeached?
2095	What does Sanskrit literature encompass?
908	How educated was Thomas Jefferson?
381	Can you evaluate the effectiveness of nuclear non-proliferation treaties?
3067	Why are regions in Europe not able to be considered humid subtropical climates?
1580	What is the legal recognition status in Canada of same sex marriage?
754	Explain how family values are central to Anglican worship.
1468	"Which events are referred to as the ""Kruschev Thaw""?"
2416	What defines the English Crown as the Pale?
363	HOW DOES THE PROCEDURE OF TENURE COMPILE?
3313	What is the history of latitude in Greece?
1830	What previously planned events were unearthed when Poland released its Warsaw Pact documents?
2054	What is Oceania?
145	How do rapid transit systems handle their negative effects?
2681	Why has the birth rate in Bangladesh declined since 1999?
2247	Why is there a dispute between Pakistan and India over Kashmir?
108	How did Great Moravia arise?
1449	How did the Gulf War end?
2072	What has happened in the modern area of Indian philosophy?
4082	How was the versatility of the aircraft carrier first demonstrated in World War II?
3246	How can figures of graphs of per capita income over time be misleading?
2302	Why are human rights important?
4152	What are the criteria for being labeled a developed country?
1472	What led up to the Turks ambitions to conquer Constantinople?
693	whats a Democratic Party?
400	What are the major historical events of Ancient Greece?
1681	What major events have characterized the developments of televisions?
1989	What are some arguments that have been proposed in the United States in favor of a unicameral government structure?
2600	How does Christianity explain the distinction and unison of the Trinity?
1389	What is the origin of the term Gothic architecture?
3878	How did Churchill's relationship with his wife develop?
3729	How is the Pew Research Center funded?
1052	To what extent can Ancient Greek be traced back to the Proto Indo-European language?
3171	What is Italy's climate like?
1225	What is the background of the EEC?
3740	How does research and development relate to innovation?
999	Why did Washington resign as commander in chief after victory in 1783?
326	What was the church of Cyprus role under British rule?
3234	Why was the 15th edition of the Britannica the last printed copy?
300	What is the distinction between a state church and state religion?
930	How was Abbey Road received by critics?
594	How does the structure of the Presbyterian reflect its historical and political origins?
2639	Why would a country choose a unicameral legislature over a multicameral legislature?
3146	How did slaves contribute to the labor in the Roman Empire?
3942	How is the leader of the World Bank appointed?
771	What were some elements of the Kuwaiti literary renaissance beginning in the 1960s>
3701	How Do We Place The Gray Wolf Among The Genus Canis?
478	How do hydroelectric dams reduce carbon dioxide emissions?
750	Why is it important to be well versed in the mathematics of circuit analysis?
1726	What was the United States significance in dividing Korea?
2452	Why did the Kansas-Nebraska Act play a role in the formation of the Republican Party?
591	How has Brooklyn moved from a manufacturing to a service-based economy?
1223	What is the structure of high school in Finland?
149	What is the annual weather like in Hamburg?
1665	How is the G20 organized?
1640	What did the Nazi-Soviet non-aggression pact in August 1939 entail?
105	What is the economic legacy of Slovakia?
2232	What are critics opinions of the term Latin America?
2172	What recognized the importance of tourism in 1980?
3939	What was FDR's early life, how was his home as well as his family life like & what was his heritage in terms of provenance?
2182	What is significant about the Black Sea's water balance?
2458	Why are the great lakes significantly cleaner since the 1970s?
2127	Why has the UAE been criticized for human rights violations?
1452	How did the Iraqi military initially invade Kuwait?
1891	What was the effect of the 1920 takeover of Kazakhstan by the Soviet Union?
1893	What are the origins of the capital city?
1950	What was the Spanish university system like prior to changes made in 2009-2010?
2337	What important role did the modern piano serve during the romantic period?
1951	How does a bachelor's degree differ from a baccalaureate certificate?
3165	Structurally How Are Controlled-Access Highways Patterned?
3751	What is the etymology of Qatar?
280	What has been the most historically major problem in San Francisco?
727	Why do many criticize USA Today's format?
2111	What characterized settlements in the Neolithic 2 Period?
3724	How is God concieved in Sikhism
1851	What are the origins of the English word Slave?
231	What is the purpose of a drainage basin?
2857	What events in Massachusetts led to the start of the Revolutionary War?
2589	"What was the ""Peterloo Massacre"" and its historic significance?"
2971	What did Volkisch nationalists believe?
728	Why did USA Today go through a major redesign in 2012?
53	What countries did the Rhine belong to during medieval times?
3489	How is Polish a blend of many different linguistic influences?
426	What was europe's role in electric railways?
3178	How is the New York Times organized?
3478	What two other foreign agencies are similar to the FBI?
4075	How has Al-Qaeda inspired others to conduct terrorist attacks?
2972	What effects did The Protocols of the Elders of Zion have on Nazism after 1912?
2297	What forces give rise to the subtropical climates?
1116	Why did Albert Einstein develop the Special Theory of Relativity?
243	How did Roman incursions effect Romania?
372	What role did the USDA play in the Great Depression?
1735	What led to New Orleans' decline as an economic and population center during the 20th century?
428	What was the role of rail companies?
2849	What functions does the purchasing power parity exchange rate serve?
3835	What is the form of popular music in western culture?
1796	Why was Henry Kissinger criticized for being awarded the Nobel Peace Prize?
194	Could you expound a bit on the causes of the French Revolution?
2865	What are the goals of the organization?
3168	Which alternative methods can be used to calculate population density?
539	How has the status of Papua New Guinea's economy changed over recent years?
1337	What are the other bodies that the League oversees?
3642	How did intel end up embroiled in antitrust litigation?
2405	How many an MP in the UK leave their seat?
4004	What is the current status of Azerbaijan's telecommunications system?
3355	What was the original development in professional basketball?
234	What is the correlation between the soil type and the drainage basin?
183	What contributions has the Spanish government made to make Spanish an official language worldwide?
3524	Has Any One Ever Been Taken To Court Or Face Controversies Given The High Stakes Involved & If So, What Exactly Happened?
644	What did the Beijing Agreement accomplish?
2482	Okay, Then How Black Labor become So Influencial In The Development Of MIAMI 's Early Economic Power.
2759	How did hunter gatherers decline in prominence?
3155	How did alternative rock rise into the mainstream music culture?
3848	How did Raja Roy affect Hinduism?
11	Why is it difficult to value the price of labor in a tertiary economy?
3989	Why is Scotland education different from England?
3029	Why was Silesia such a vita region for Prussia?
1710	What led to the start of the period of Luthern Orthodoxy?
2727	What is the Victorian era?
1896	What is the status of the disputed capitals of Israel and Palestine?
2560	What is the history of cotton on the Indian subcontinent?
2401	How was The Times rescued from financial insolvency in the early 1980s?
3956	How is secularity defined as separate from religion in Christianity?
4105	What is the earliest history of Beijing?
4010	How did the Southern Baptist Convention establish its views on slavery?
1985	Why was a bicameral legislature favored by the Founding Fathers of the United States?
1115	What conditions allowed the British to establish a colonial period in Bangladesh?
3243	Why is per capita income not a good metric of prosperity in a society with high inequality?
2017	How does a de facto government arise?
1304	Describe some of Ukraine's economic advantages. Why have these developed?
3299	What foreshadowed the overthrow of the Hawaiian government in 1893?
2077	Even if the HDI is a reductive index, why might it still be important to measure and report?
4171	Does Russia have a rich literary background?
2506	What exactly are Mantle Plumes & does volcanism constitute any hazards?
1811	How do different groups contribute to the ethnic diversity of Ontario?
3846	What is the background of the term Hindu?
553	Is Stockholm environmentally clean?
791	What is the nature and responsibility of an honorary consular officer in the United States?
499	What Connects The Franconian languages In Europe?
1369	What characterizes a book musical?
1112	What are some of the contradictions of the development levels in modern day Bangladesh?
3081	"How did Amsterdam rise to power, after beginning as a ""small fishing village""?"
3560	How is the International Space Station mainly used?
2463	What are the driving features contributing to Istanbul's ethnic minority population?
2766	How did the Commonwealth gain national importance?
1641	During WWII, which army became the largest all-volunteer force in history, and what did these forces include?
2235	Why is present day Jerusalem such a core issue in the Israeli-Palestinian conflict?
2338	Why are women musicians not generally accepted?
502	What characterized Shakespeare's later years?
2177	What are some of the responsiblities of FIFA?
4090	What typifies the scientific community of Germany?
2592	How did the Baha'i faith change after the death of Abdu'l-Baha?
366	What is the Democratic Party's current standing in Congress?
1816	What political developments occurred between 1969 and 1974?
1334	What was the structure of the forerunner of the League?
2760	How is labor divided among the sexes among hunter-gatherers?
1089	"What was the ""West Side Sound""?"
3508	What is a perspective that describes nationalism?
2605	What is the importance of the seaport in Barcelona?
2883	How is medical education and training performed?
2083	What is the current governmental organization of Thailand?
1453	How does climate in oceanic areas effect precipitation?
3335	What influence does Panama's climate have on its temperatures?
3033	What were the symbologies and meaning behind the Dancing Beijing emblem?
1039	What is the green-based economic strategy?
2893	What led to Washington becoming a state?
154	How was Vancouver developed?
1176	How has the multi-ethnic characteristic of Peru contributed to a diversity in language, art, and food?
3761	Why has the CIA faced controversy over human rights violations?
1247	What part did New Jersey play in the Revolutionary War?
3300	What events surrounded Hawaii's annexation and sustained status as a U.S. territory?
4146	How did Charlemagne reform Europe's economic system?
3653	How was Florida settled by Europeans in the 16th century?
917	Describe Bob Dylan's career as a visual artist.
2071	What happened to Middle Eastern philosophy after the Muslim conquests?
2720	Why have there been criticisms of a mixed economy system?
3265	How has culture been used to argue for the superiority of one group of people over another?
1294	Describe how the colonization of New England set a foundation for the founding of America?
473	What changes marked the beginning of the transition from Middle English to Early Modern English?
1488	What was the biggest wave of immigration from Germany to the United States and what factors caused it?
2926	How does Huntington describe a breakthrough coup?
77	How did South Africa become an independent republic?
100	Traditionally Speaking, What Is Jainism?
2717	How is a mixed economy characterized?
248	How have attempts to measure corruption been criticized?
3448	How does Amazon market to other countries?
1336	What process led to the formation of the League at the Paris Peace Conference?
3117	What has UNESCO done for communication objectives?
1212	How is Frankfurt a leading world city?
2433	What event lead to Dublin becoming the capital or Ireland?
3743	How does research and development relate to firm productivity?
1092	How does an agreement to form a federation often develop?
4143	How did Charlemagne become coronated?
1221	What is the structure of secondary education in Belgium?
2967	How did the Cold War affect European economy?
2552	What was the purpose of landing a man on the moon?
2540	How did the use of the words 'radio' and 'wireless' evolve from the late 1880s to now?
2966	How did Muslim rule spread throughout Europe in the 7th century onwards?
2347	What was the motivation of French Geopolitical theory?
3006	Why are nations suspended from the Commonwealth?
2019	Why did Napoleon invade Iberia and declare his brother Joseph the King of Spain?
1504	How did Darwin resolve the problem of variation among individuals when referring to species classification?
3068	What was Columbus's legacy?
2638	What is the regional identity of Pittsburgh?
3438	What impact did the British explorers have on Cuba?
3357	How is an organism determined to be endemic?
3040	how economically important is the city of sao paulo to the nation of brasil?
3036	How does Marxism define human history through socio-economic conflicts?
1326	How is PBS governed?
3398	Why are Algeria, Morocco, Tunisia, and Libya referred to as the Arabic word, Maghreb?
3026	Why did Frederick title himself King in Prussia and not King of Prussia?
906	What happens to laws in a federated state?
472	How did the Chancery Standard influence the direction of Middle English?
2959	How did the silver boom develop in Colorado?
1391	What were the political influences on Gothic style?
3789	What are the differing levels of power in legislature?
1632	How does the OECD define itself?
743	How did the Watergate scandal relate to Richard Nixon?
2385	How did Native Americans win the right to vote in Arizona?
1858	How was Algeria colonized by France?
1082	How did the Second Bulgarian Empire arise?
2554	Why is exploration of other planets significant to space exploration?
1404	How did the creation of the League of Nations help with the refugee crisis?
578	What vaccines are available for tuberculosis?
3392	What were the results of the launch of Nigerisat-1?
3572	"What is the etymology of the word ""Scot""?"
912	What role did Jefferson play following victory in the Revolutionary War?
1795	How are people nominated for the Nobel Prize?
4163	How are the branches of the Military able to work together during operations and joint missions?
3235	How has competition affected Britannica?
1177	How did the rule of Pachacuti cause the rise of the Cuzco Inca culture?
3302	What is the origin of the term Calvinism?
1080	How did human activity arise in Bulgaria?
4134	What is the World Health Organization's role in eradicating malaria?
2964	What is the prevailing belief of the formation of the moon?
3594	What is the history of the Baltic sea in the Classical world?
262	How has the Mississippi River experienced numerous large and small changes?
626	In what ways does AIDS increase risk for other diseases?
843	How was the use of the term Scandinavia a political and societal construct?
82	How was middle Arabic developed?
2671	What characterized honky tonk?
3600	What type of cuisine is featured in Jakarta?
146	How does branding effect rapid transit?
905	What happens when a state chooses to federate?
934	What is the notion of Continental Europe?
2647	What is the topography of Armenia?
257	What increased immigration at the end of the 17th century in Brazil?
3637	How does Chinese doctrine support Irreligion?
144	How did London effect the establishment of rapid transit around Europe?
4067	Why does Taiwan have a tropical climate?
3620	What sort of relationship does Athens have to the modern Olympic Games?
3499	What were the major aims of the Japanese attack?
1440	What factors caused the Chamorro population to decline in the 17th century?
2732	What characterizes Hong Kong's economy?
1433	How has Twitter evolved since its launch?
742	What troubles did Nixon face during his administration?
2749	What were the main allegations on Saddam Hussein?
2191	How did Iron use affect the Korean culture?
315	What is the etymology of Bolivia?
3773	What population changes occurred in Saint Petersburg in the 20th century?
4007	How do Baptist successionists view themselves?
3673	Why did Methodism have success in the early colonies of America?
888	What is the prehistory of Sri Lanka?
107	What characterized Slovakia in the La Tene period?
3079	What were the characteristics of Tsardom in Moscow?
2859	What is the composition of the Massachusetts Judicial Branch?
2415	What defines Other names of Dublin?
2957	What are some of the effects of extreme weather in Colorado?
263	Why is a clean channel required for barges and other boats?
442	Why does Croatia have such a high level of biodiversity?
1607	What led to division in the Emperor Diocletian's administration?
3062	What is Lithuania's role in foreign policy?
2243	What is the military role of commander-in-chief in Indonesia?
3161	How did the 2004 rankings differ from the 1998 rankings?
378	What innovations were made in Liverpool?
1917	What was corrupt about the districts for the House of Lords prior to 1832 reforms?
2741	How does the Catholic Church retail latin Contemporary Latin in relevant context?
1298	What is the history of Mandarin Chinese?
440	How does Croatia participate in global politics in an official capacity?
3034	How did Marxism analyze and critique the development of capitalism?
1970	What did the large scale building project consist of in the New Kingdom?
2655	How did NPR survive in 1983?
2713	What aspects of human life does Confucianism emphasize?
436	How do natural resources differ among one another?
1265	What is a mediterranean climate?
885	What is the overall biodiversity of Mexico?
127	What caused Parliament's authority become a cause of great concern?
2617	What was the feasibility of the proposals of the Manhattan Project?
1575	Why did the government take over managing Yellowstone?
2558	What movement was mid-19th century realism rebelling against? What was the ideological shift involved?
4015	How was the earliest from of Europe divided into seperate countries?
2069	What is Buddhist Philosophy and what are it's origins?
2442	How was the NFL formed?
665	How did Thomas Hobbs describe sovereignty?
3274	What characterized Edinburgh in the 17th century?
450	Why is Lisbon an important city?
3905	What is the prehistory of Southeast Asia?
80	What has led to a decline in traditional South African culture?
3187	What are the characteristics of deciduous woody plants ?
1576	What was the confusion of ownership of lands in Yosemite National Park?
1204	"What caused the ""Great Dying""? How did this lead to the formation of Siberia?"
162	What are the consequences of the conquests of Alexander over Greece?
1352	What was social life like under the Empire?
3957	How is secularity expressed in political beliefs?
128	Why were most colonists still loyal to the King at the time?
2094	Why is French considered an internationally influenced language?
2763	Why is lead advantageous to use?
2997	How did home rule effect the government of Ireland?
1483	"What qualifications might lead Time Magazine to pick a ""Man/Person of the Year""?"
3154	Why did the psychedelic rock period end in the late 60s?
3085	Why is Amsterdam's city structure so unique?
181	What role does Judaism play in modern Spanish?
3585	How did Japan approach economic expansion in the Nationalist era?
2215	What changes occur in the status of Congress?
485	What role did Yugoslavia play during WWII?
945	How did trade with France influence the outbreak of the War of 1812?
1344	What does the Shahnameh legend say about the Romanis?
2245	What was Pakistan's medieval period defined by?
1095	How did the Dutch language develop?
2309	Why do some penalties not require the offending team to play a man short?
3602	How was folk music revived in the mid 20th century?
4117	How did contact with Portugal in the 16th century affect Japan?
2451	How did railroads shape the Midwest?
2790	How does the the Oxford University Press relate to the University of Oxford?
222	What led to the name of the award as Oscar?
1443	What are the elements of the vocative case in Latin?
4008	How where the first Baptists churches in North America founded?
166	What is the economic stance of The Economist?
2787	Why did Luxumburg have a succession crisis in the 14th and 15th centuries, and what happened as a result?
1593	How did Antwerp compare to Brueges and the surrounding area during its rise?
529	What characterized the study of Ancient Greek texts in the Renaissance?
3966	Why have bisexual and transgender had a more difficult time being accepted by the lesbians and gays?
3291	How does Forbes gather and publish content for its magazine?
2927	What characterizes an arbiter coup?
3757	What is the Turkish Language Association charged with?
3061	What is the significance of Lithuania's head of state?
1649	Why is there pressure to have the European Parliment have oversight over humanitarian aid?
2187	What were the historical developments needed for smelting iron?
3496	What were the intentions of Japan?
647	What Is The Role Of the Indian Ocean In The Histroy Of Maritime Trade?
2882	How do most countries provide medical services?
2103	Why did many architects resist modernism?
3267	How has culture been related to production?
3659	Was New Zealand the last major landmasses settled by humans?
3609	What is the grammatical structure of Spanish?
2616	What were the origins of the Manhattan Project?
1172	What prompted the formation of the National Collegiate Athletic Association?
307	"What was the ""High Authority""?"
329	How do athletes qualify for the Summer Olympics?
3386	What defines cold semi-arid climates?
3914	What gave rise to the independence movement in Puerto Rico?
23	What causes a tornado to enter the dissipation stage?
2825	How did Michael Jackson die?
2504	What is the climate of Minnesota?
3374	What summarizes the current economic environment of Madrid?
900	Why was copper important in the ancient world?
1936	How do mammals differ in mating behavior?
3269	How did Lithuania break from the Soviet Union?
2413	Why did US banks fail following the stock market crash?
2200	What was R&B like in the 1960s and 70s?
879	"Why has ""climate change"" become synonymous with human caused climate changes?"
1916	Why is the word Muslim?
2737	How has Latin had significant influences in English at all stages of its insular development?
776	How did CBS try to compete with ABC in the 1980s primetime?
3229	how were the PISA results tabulated?
1253	What is the climate of the Great Dividing Range?
2631	"Why is Tennessee called the ""Volunteer State""?"
1067	How did Norman conquest of England affect the Old English language?
2985	How is salvation obtained according to the Pentacostal believers?
690	What is the government structure of New Zealand?
388	Why are there challenges to increasing female literacy?
1238	Why does Phoenix refuse to observe Daylight Savings Time?
798	Why might a country designate a lesser spoken indigenous language as an official language?
612	What is the role of the English language in the Middle East?
2027	What are the ways that the country changed when the Holy Roman Empire lost control over political unity?
2392	What was the significance in the inception of professional football?
2599	What did the Nazis try to do to Jews en masse before the Holocaust?
1312	Would you elaborate a bit on Petroleum with respect to etymology, geological occurrence & technological extraction?
3479	How many field offices does the FBI retain?
650	As A Trade Lanes Outlet, In Which Way Is The Suez Canal Critcal To The Navigability Of The Indian Ocean & The Maintenace of World Peace?
748	How do today's electronics engineers design circuits?
3932	What is the evolution of the Guinness World Records?
4175	What is the linguistic classification of Vietnamese?
1714	How do you win a game of cricket?
4084	How are aircraft carriers protected?
2185	How have hydrocarbons been harvested from the Black Sea?
2874	How did first hand accounts of burials during the Plague differ from recent archeological evidence?
2356	How diverse are the Korean dialects?
1564	What shifted the values of the Indo-European stop consonants?
209	How was Germany initially assembled?
2400	How did the Times perceive the Corn Laws?
3473	What happened to the Caucasus region after the breakdown of the Soviet Union?
3746	Why do Jehovah's Witnesses reject military service?
3407	What contributions did Sonni Ali make to Africa?
3698	What is the Islamic understanding of prophets?
3812	What makes Seoul's technology achievements considered to be so advanced?
3328	How has Rio de Janeiro become the second largest GDP of any city in Brazil?
2684	How Did Historian Walter Nugent React To His Suspicion That The Western States Were In The Midst Of A Popular Perception Shift?
2502	How did glacier shape the state?
210	How did Germans communicate?
775	What was World War II's impact on CBS radio programming?
2420	What is the process of raindrop formation?
2872	In what ways did the Black Death caused increased persecution of certain groups of people?
2117	What has George Bush been doing with his time since leaving office?
2583	What significance did the socialist period have on Slovenia?
1127	What then does article 19 of the Universal Declaration of Human Rights has to do with Freedom of speech?
392	What is the purpose of the librero player in volleyball?
830	How was boxing socially and legally regarded in the late eighteenth century?
910	What was Jefferson's role at the beginning of the Revolution?
3382	How did Egypt respond to a 2007 Amnesty International report documenting Egyptian human rights abuses?
2559	How did realism manifest as a literary movement?
3559	How does inflation affect hoarders?
3093	How is music written in a way that it can be communicated?
1623	Why does the OED receive criticism?
1534	What affected greek populations over time?
2642	Why might communist governments favor unicameral legislatures over other forms?
1408	How is a refugee camp important in the process?
1983	Why has a strong music scene emerged from Glasgow?
1340	How have Romanis migrated through the 19th century?
3334	How does the Panama Canal influence Panama's economy?
3930	What are the Guinness World Records?
825	Why was the House Divided speech so important?
2469	How was the White House constructed?
3467	Wht was Spanish conquest's effect on the area of New Mexico?
1239	How is the Heat Island Effect affecting the temperatures of Phoenix?
1973	How is crime related to immigration?
2769	How did Virginia shift from a largely rural, politically Southern and conservative state to a more urbanized, pluralistic, and politically moderate environment?
2923	What characterizes Taiwanese geography?
1563	What is the history of the Germanic language?
608	What were labor-related issues of passenger railroads?
1765	Why would Bosnia and Herzegovina be a plausible candidate for entry into the European Union?
10	How does a tertiary economy develop?
2718	Why is the concept of a mixed economy not exclusive to capitalist economies?
