question_id	question_text
2006	How do Protestants view the deuterocanonical books?
1216249	why do american history textbooks gloss overthe recent past?
109	What were the effects of the Second World War on Slovakia?
1115	What conditions allowed the British to establish a colonial period in Bangladesh?
3449067	what does arrivederci mean?
1636	Do people have different interpretations of what the core of modernism means?
2892396	what is phosphowolframacid?
2433622	"Why don't you ever see the headline ""Psychic Wins Lottery""?"
3552010	Why do parent put kids on restriction?
746	Why were vacuum tubes significant in the evolution of electronics?
1474986	How do i stop myself from sneezing?
2922	How did Japan attempt to assimilate Taiwan?
1081	How did the Bulgarian Empire arise?
1671629	what is the difference between mitochondria and chloroplasts?
435109	How does the USA protect freedom from terrorism, when it is practices and supports terrorism in the mid-east?
47501	what does critical thinking mean to you?
2877931	Why Doesn't Anyone Seem Glad that Saddam Hussein is Finally Being Brought to Justice?
2144267	How do you become a concert pianist?
886748	how come black people an white dont get along?
345	How have different languages appeared in Israel?
4079	What was the purpose of the one-party state?
2330486	How can i reduce my sexy feeling?
1407	How does PTSD affect refugees?
2272542	What is the capitol of washington Dc?
196	What would be a decent explanation of how the course of the French Revolution was practically shaped by  External threats?
1647	How is the Parliament divided and how does it function?
979	Why was The White Australia Policy dismantled after World War II?
3713	What is the role of Mary (mother of Jesus) in the Bible?
1028	What characterized Spanish rule of Ecuador?
3408	What prompted the formation of the Congress of Vienna?
2331	Why was Ohio allowed to be admitted as a state under the Northwest Ordinance?
3542	"Why are pounds called ""pound sterling?"""
1905749	why dont pepole take us blonds seruiusly anymore it not like where dumb we just have our blond moments?
1968	How did local pharaohs create new kingdoms after the fall of the Old Kingdom?
3421	How have immigrant groups contributed to the diversity of Berlin?
4144	How did Charlemagne reform writing?
3180	How does the Malaysian political system account for the multiethnic nature of the country?
3748	How does the political structure of Jehovah's Witnesses reflect their religious beliefs?
2486	How is Old English syntax different from that of modern English?
3591	What role did the principle of partus sequitur ventrem have in Maryland history?
1471877	Why metals prices are getting all time high?
3350	What were the British motivations for the Napoleonic war?
3277	What role do financial services play in the economy?
902	What is the definition of a federated state?
2686	How was the Winter Olympics developed?
3107835	Why do dogs bark more at night?
148	Why are rapid transit systems cost effective?
2340636	why could my car be jumping forward when i ease up the clutch?
3659	Was New Zealand the last major landmasses settled by humans?
778	How were the 2012 Summer Olympics distributed in different venues?
2506	What exactly are Mantle Plumes & does volcanism constitute any hazards?
3384231	What does <3 , <33, and <333 mean?
1023093	How to put together short and simple animation?
2824	What was controversial about Michael Jackson's personal life?
3886	Why does relatively little farming occur in Alaska?
2128	How did Islam take hold in the UAE?
3340	Why did Ludwig Feuerbach[68] and psychoanalyst Sigmund Freud believe god is a human invention?
3577428	how a lesbian could be areal woman?
2764765	How to study 17-18 hrs a day?give me practical tips.........?
4057520	What is the difference if any between a prophet a psychic or a spiritual medium?
130	Why was the Declaration itself neglected after the colonies declared independence?
540	How is religion perceived in Papua New Guinea?
1581	What does a civil union offer?
1128	Being that Freedom of speech is an particulary distinctive human right, can one therefore confidently assert that it is absolute as a right and if othewise,  why not?
3605	How does folk music reflect cultural syncretism?
3244	Why can international comparisons of per capita income be misleading?
2007	"How did the term ""New Testament"" come into use in the Christian Bible?"
1687161	What is the best way to get rid of stomach gas?
148970	Why don't mormons drink alcohol?
3404	Why was the Berlin Conference important?
3549	What major events defined the 19th century for Budapest?
1632	How does the OECD define itself?
2505599	What exactly does censuring the President mean?
2587810	what happens to bile salts when gallbladder has been removed?
1659	How did the Civil War effect the production of paper money?
2692	What is the etymology of the name Scotland?
3785043	Why is it that conservatives attack the critics personally, but progressives focus on the principles?
2627	What are some of the significant effects that McDonald's is causing in the egg industry since 2015?
2846	What does purchasing power parity refer to?
1881	What features do blood feuds have?
383909	Why and when indira gandhi got her surname GANDHI ?
2579	Why are marriages of convenience entered into?
131	Why was interested in the Declaration revived in the decades following independence?
1272654	What is the dumbest question you've answered?
1757	As A Discipline, Is Economics Really A Legitimate Branch Of The Scientific Methode?
3471	How is the Caucasus divided politically?
437	Why are renewable resources continuously available?
3977930	How to decide which TV to buy?
1648681	Why sex is necessary for male and female?
504039	How good is the clinical pharmacy practice in Australia in comparison to the USA?
1398838	"What does ""crunching numbers"" mean?"
399	How were the properties of CO2 discovered?
1962	What were some general aspects of the influence of Gothic architecture in Europe beginning in 1140?
1245035	Why European Union do not give membership to Turkey?
2799828	What happens to Flick on the playground?
4132	Why was the development of the world health organization significant?
1544	What changes appear in the fossil record 50,000 years ago?
4031851	why are born again chistians such egomaniacal pseudo preachers?
3651236	What does the #21 mean?
2913866	what is 15cc?
3545	What major events define the history of Budapest?
959	How did Chile's distinct geography lead to a rather homogenous culture?
892	Why is Baltimore historically a significant maritime city?
2106769	What is the purpose of ebay web site?
3172166	Does any one know how to find out about an insurance claim...?
126	What are canals used for today?
3415867	How do you snap/click your fingers?
3513196	how do you clean a gas grill that has enamel coated grates?
3814	Why was it once thought that the name London had a Celtic origin?
1083	What factors led to the decline of the Second Bulgarian Empire?
1882	What were aspects of the use of execution in China's Tang dynasty?
455362	how do i get rid of  this habit of  daydreaming?
1030	How did the land of Lebanon pass through the hands of different political and religious groups?
3819566	How do you get diarrhea on purpose?
2409	"How Early Can We Trace Back The English Usage Of This ""Guerrilla Warfare"" Expression.?"
3266	How does culture relate to sociology?
900	Why was copper important in the ancient world?
2027	What are the ways that the country changed when the Holy Roman Empire lost control over political unity?
3206	What did Ceasar do to reform the calendar?
447	How did the coup lead to Sadaam Hussein establishing power in Iraq?
2203	What effect did North America have on geologic time periods?
1759521	Why is Marijuana Illegal in the US?
52	What was the Rhine to ancient Rome?
3016	In what ways has the Latin Cross Plan been applied in Romanesque architecture?
3306	How did Calvinism spread in the New World?
3461	How did American actor Edwin Booth turn into a rather iconic figure in the Times of Early American Theatre?
500	How Did The Name Franci Originate & How Doe Did It Evolve?
3518	What judiciary system exists in Mexico?
2670	What characterizes the fourth generation of country music?
4334814	how do u say im losing my mind in german?
1306167	What is a 'fortnight'?
427	How did modern inventions impact railroads?
60	Why is the Royal Air Force maintained by the British government?
704	What is the structure of the modern-day government of British Columbia?
390	How did the popularity of volleyball spread outside the US?
3449	What spurred Jeff Bezos to create Amazon?
2246	How is Pakistan's military constructed?
2864267	what exemplifies effective customer service?
116	Why did the city grow rapidly under Greek rule?
4126337	Why does my friend buy...?
1460	Why did the union between Denmark, Norway, and Sweden constantly change?
2404311	Why are telescope mirrors made of glass?
674	Why is German one of the major languages in Namibia?
4179	What controversies exist over the existence of state schools?
1794	How does the Nobel Foundation manage the Nobel Prize?
3489850	if u r not hungery then why do u eat?
1247354	the gulf stream - why does it happen?
1378	Why are there variations in the number of standard characters?
2946	"What led to the phrase ""not worth a continental""?"
3257098	What causes a tooth to be sensitive to heat and cold?
3358544	How do I get rid of drainage in  my throat?
2632	How is the climate in Tennessee?
2644	What is Armenia?
2380	How Does Hebrew As A Language Relate To Hebrew Speakers In The United States?
391008	why do the nails get white spots?is it a lack of calcium?
2760902	How do you pronounce the name of Bast, the Egyptian cat goddess?
4033	What was France's past relation with Cambodia?
514470	Electronics: Why do my transistors keep getting HOT?
3323833	What does the christian coalition say about the Da Vinci code?
462	What are the fastest growing industries for the Dominican Republic?
2901526	how do i remove my braces by doing it myself?
2175167	What is your definition of pornography?
3657619	how can you do nothing?
237390	how to clean alloy cylinder heads ?
4165672	How do we get up early in the morning without alarm?
2381	What Are The Connections Between The Torah & The Hebrew Language?
1062	How did Hitler transform a republican government into a totalitarian dictatorship?
960791	why do Twinkies melt in boiling water?
3372	What is the governmental infrastructure of Madrid?
3689	What is the etymology of Venice?
3322150	how do you chose a religion to practice?
3891	What is an Oak?
2401	How was The Times rescued from financial insolvency in the early 1980s?
3752962	why eating meat is good, lots of info needed?
3137	How did Victory in Europe Day occur?
717	What is the prehistoric history of Ireland?
825	Why was the House Divided speech so important?
672	How has the Guardian been accused of Anti-Semitism?
960208	how do you write an appeal?
3629548	What is philately?
4015	How was the earliest from of Europe divided into seperate countries?
4246221	Why shouldn't people be allowed to drink and smoke in a pub?
1560	Who created the Coca-Cola logo?
4027	How does geography affect the culture of Dublin?
2814599	what does the word remission mean when referring to cancer patients?
2194276	what are emulsions...?
4091	How did trends in German history develop?
1045758	if one has a serious question, then why do idiots respond?
74	How Did Gorbachev Accede To Power In The USSR?
2175	What is FIFA?
3167	What is the relationship between urban area and population density?
3532	What is the etymology of Madagascar?
3254	What are some geographic features of Central America?
173	What was the effect of the USSR's influence on emigration from Eastern Bloc countries?
3028	How did Prussia cease to exist?
3079	What were the characteristics of Tsardom in Moscow?
1952443	plz give me some facts on the history of cricket?
3075	What is the overall status of BBC's online presence?
298	What is the role of state religion in the Middle East?
437418	"Why is ""pie"" as in the math pie, used in finding the area of a circle?"
3466554	how do you get a dog to stop chewing your shoes?
615	How was Ali's rule over the caliphate contested?
518	What happened while Latvia was under German occupation during World War II?
204963	what does 5 by 5 mean?
2871	How did poor hygiene contribute to the spread of the disease?
1027	What created a power vacuum within the Inca empire?
1538	What was the relation with the Ottoman Empire?
1468	"Which events are referred to as the ""Kruschev Thaw""?"
705	What types of highways traverse the topography of British Columbia?
1464	How was the German language standardized?
3044079	why can't I be lucky enough to see a radical islam protest in the USA?
3905597	how come my crap smells like dead humans?
4389469	"what is meaning of greek word ""c"" in english?"
2994	What defined Queen Victoria's early reign?
513871	What is the difference between a midget and a dwarf?
325	Why did the death of the king give power to Venice?
709	How did codification evolve through the 17th and 18th centuries?
3499881	Why is Gordon Ramsey so popular?
2139	How are scientists learning about the geological structure of Antarctica?
3558	Are there issues in measuring?
545531	Why do men miss the toilet?
3922	Why did Hollywood residents want to secede from Los Angeles?
933	What does the Continental Europe exclude?
2937	How is harmony used in heavy metal?
73	"Can You Synoptically Elaborate On the Concepts Of ""perestroika"" & ""glasnost"" Relative To Mikhail Gorbachev As A Statesman?"
4008	How where the first Baptists churches in North America founded?
3358025	Why must I keep paying for the sins of the father?
3919874	How hard is an adult life?
2291318	Why isn't something like 'white-holes'?
2458380	what is crystal methaphine?
920603	How can I download music to my Sony Ericsson w810i?
2218	What characterized the partisan era of Congress?
3187205	how come why i put my car in park the engine revs on an off but when i have the air on it stops?
3142338	how do i get to 111 n wabash ave chicago il 60602 using the blue line?
1306945	how do i find a good home for my dog?
2299281	how can i become a wealthy man?
29	Why did Manchester's expansion at the turn of the 19th century lead to developments in technology and infrastructure?
787	"Why is the phrase ""seat"" used to describe a position on a legislature?"
363	HOW DOES THE PROCEDURE OF TENURE COMPILE?
2603872	How do i convince my parents to let me go clubbing?
3364	How has the New York Times treated gender in the organization?
1822	How are allowed deductions classified for tax purposes?
3283579	Why is the Catholic Church so afraid of a work of FICTION?
3221	What role does IT have on Vienna's economics?
3610	What is the syntax of Spanish?
2017	How does a de facto government arise?
1295284	How can we solve a problem?
1784	"How was the BBC involved in the so-called  ""September Dossier""?"
924	How does this idea of public universities apply in the United  States?
844617	how are DNA and RNA similar?
559	What happened in Albania during World War II?
2677	Why is an extremely high or low birth rate considered problematic?
3198658	What is a conscience?
3657	What is Florida's governmental infrastructure?
710	How does civil law contrast from common law?
4193878	how do get out of being behind of two months of homework?
1753747	How does a hold up alarm/silent alarm in a shop work?
3805	How is limestone put in use?
3391409	how can you get rid of a headache?
3962764	How can I get my cat to play more?
178	What is the structure of the Jamaican government?
4129	How were the experiences of indigenous peoples in Europe different from those in other parts of the world?
3807	How does retrograde solubility affect limestone?
2093	How is French spoken in Vietnam?
3871	What did John Stuart Mill think about trade unions?
667488	how soon can you drive on a newly paved driveway?
3007	How did Birmingham grow to international prominence in the 18th century?
2867	How often and regularly does the organization meet?
229537	what r is the toughest questions to answer in an interview?
485408	What can I do tonight?
839374	Why are manhole covers round?
1940950	Why are americans so fat?
538	How is Papua New Guinea structured geologically?
1237	How did Phoenix become such a large city in the postwar era?
2297	What forces give rise to the subtropical climates?
1451853	Why did Pope John Paul II tell Stephen Hawking not to study the origin of universe?
3912	What were the effects of early settlement in Puerto Rico?
4006	How does baptism fundamentally differ from other Christian denominations?
3693247	How do i know what the property tax will be on a home in Hamilton County , IN?
2630860	"Why is God ""male""?"
3047	What is the etymology of Suriname?
4039219	what were the affects of the Vietnam War?
1345	How has religious conflict marked the existence of Northern Ireland?
2439	How is the government system built in Buenos Aires?
2617	What was the feasibility of the proposals of the Manhattan Project?
578	What vaccines are available for tuberculosis?
591004	Why do people tip crappie?15% do u know what that is?
1413908	Why is the greatwhitehype this way?
1206908	how do u boil water in the the new club penguin mission?
3950084	why do I need an IRA?
398	How did Baroque theater come to influence Broadway style in the 20th century?
1560114	Tell me why I should quit smoking again?
191703	What is your favorite religious verse and why?
121	How did Judaic culture come to influence Western cultures? How did these pathways occur?
1415	What kinds of administrative changes happened in the 19th century?
961127	Why do we put up with the heresies of science?
1985	Why was a bicameral legislature favored by the Founding Fathers of the United States?
1358226	is there anyway to get rid of weakness of eyeside?
3800918	What is a Cayman and what does it look like?
3282	What is the cause of alpine climate?
1013296	how tight to tighten the rocker arms and head on3.1 chevy lumina car?
1566	What special case rules does the Germanic language have for verbs?
514804	Why isn't there any military bases in the state of Mississippi?
1249	How did the Roaring '20s affect New Jersey?
1677	How did the Theatre des Champs-Elysees contribute to the prominence of art deco?
2079139	what is the green dot prepaid mastercard?
4480092	How do I contact the Mormon church for f copy of a baptismal record?
2559	How did realism manifest as a literary movement?
1009182	how do i know my e-mail was received the person i sent it to?
2235643	what is the full meaning of AIDS?
254	Describe the human travesties that have been recently taking place in the Mediterranean?
2806	What makes up a freshwater ecoregion?
1357	What is the etymology of Belarus?
1270258	"Is there a difference between how Trent Lott and John Kerry were treated with their ""misspeaking"" experiences?"
2326	How much culture does BOston share with greater New England?
1188	What is the current status of health care in Jordan?
1126	"In short How Can One synopsize the The Expression ""Freedom of speech""?"
3954	How does Fox differ from the other networks in its news coverage?
1789	What was the cause of the Norman conquest?
3247012	How can i stop seeing a little girl whom i believe is a ghost in my room before i go to sleep?
1352914	Why do SMOKERS pollute their lungs, pollute the air, and pollute the environment with their butts?
988	What is the nature of how data from International Futures are analyzed?
1282	What powers for the President does Article II of the US Constitution lay out?
3436	How did Dr. John Rauch make his mark upon the health of the city of Chicago?
686983	how can i prevent leg problems from being on my feet so much?
3247	What Is The Council of Europe?
2348	Why are Meta-geopolitics considered important?
2817055	Is the problem of frequent urination at night related to sleep Apnea?
1105	In what ways were the UN's peacekeeping duties expanded durign the Post-Cold War period?
1098	What is the language classification of Dutch?
3363	Has the New York Times ever been threatened?
2007128	Does anybody know how to make homemade steroids?
814	What is the definition of Gold as a chemical element with respect to etymology, periodic table and connectons to other metals such as say Copper?
4163097	Why did Kerry call the soldiers dumb?
129619	How and why do bodies decay?
2389	"Why was Geneva considered the ""Protestant Rome""?"
317469	how can i get rid off my pimples,white/black heads, and oiliness of my face?
598180	what does 'someone is walking on your grave' mean?
291	How did El Salvador achieve independence from Spain?
2339	What did the establishment of Munich as an official city mean for the city?
3852	How did Asian people become reclassified as Yellow from White?
2950	How can a bill be introduced?
595342	What is there to expect when you turn 17?
745754	What do you do on the weekends at boot camp?
2134	What do engineers apply their knowledge to?
1588152	How To Prepare 'dhokla'quickly and properly?
854	How did The Wall Street Journal develop into it's modern form?
4389692	How good are women at faking and why would they want to?
3563	How does the International Space Station communicate to the ground and other spacecraft?
3825668	What #'s double is greater than its half by 51?
123	Describe how Western rationalism blended with scientific advancement during the Age of Enlightenment?
1198060	What is G Spot?
3087	What happened to evangelicalism in the early 20th century?
3724	How is God concieved in Sikhism
1044	What caused the Lost Decade in the 1990s?
2352	Why has wildlife in the North Sea suffer from pollution, overhunting, and overfishing?
973	How have English culture and British culture become fairly interchangeable?
3614	What are municipalities in various countries?
114	What characterized the Bronze Age in Korea?
2536	What effect did Roman conquest have on moder day Portugal?
126182	How can I find out if I have a warrant without paying a fee?
510	What happened during the Rivalry with the Netherlands in Asia?
1657	How did dollar nicknames come about?
1272	How does Canada balance religious expression with occupational necessity?
348777	Why would a child's psychologist recommend hospitalization to develop social skills?
1021396	Why did God create marijuana?
4051	How was Major League Baseball founded?
2571912	If a coin is tossed twice, what is the probability of getting heads both times?
941	What characterized the Berber dynasties in Morocco?
1834079	Why do stick thin girls always whine about being fat?
2252152	How can I keep from crying?
1906047	How can you tell if a spider bite is serious enough to call the doctor?
2549	Is technological employment considered structural or cyclical?
2169181	What cookies do you like?
2388	Why is Geneva considered a desirable place to live?
3044	What is the purpose of tickets in public transportation?
476	Why is hydroelectricity considered high value?
1014	How is coal formed?
1252919	What happens physically at the moment your body dies?
36	What is the significance of height above sea level?
552	Why is daylight so long in Stockholm during the summer and short in the winter?
2678635	why do husky's have coloful eyes then other dogs?
513	What is the geography of San Diego?
855	How did The Wall Street Journal transition to the digital age?
936	What are the major characteristics of an Ocean Climate?
3609	What is the grammatical structure of Spanish?
2250547	how to cure stomack virus?
110	What characterizes the history of the Bronze Age?
3203149	why am i not rich :)?
739	What is the pantheon of Taoism
4165	How is seniority determined in the US Military?
690202	Why scientist don't find a proper medicine for cancer?
687	What is the origin of the name New Zealand?
2174	What does niche tourism refer to?
284681	Why do students have to take gym class?
496	Who Are The Franks?
114972	Why are some women attracted to male death row killers?
1242249	Why does the sky turn green during a thunderstorm?
3774	Why is Total Fertility Rate an artificial measure?
1429	How did the Mesopotamians affect later Greek philosophy?
1829	How did the end of the Cold War lead to the dissolution of the Warsaw Pact?
2598	What was the attitude of ordinary Germans toward the Holocaust during the war?
1229	How did the EU absorb the European Communities?
2798	What is the land used for in the area?
186	What was the Marine Corps signifiance in the Revolutionary War?
1416	What sorts of responsibilities do university proctors have?
3011	How did Birmingham develop into a significant urban and commercial center in 1166?
376	What characterized the postwar period in Liverpool?
720170	all christian gornaments are terrorrist why?
3874326	How come Compton is only designated for black people?
3725	"How do Sikhs view the ""Worldly illusion"""
782453	How do you like your eggs?
3727	What is the Pew Research Center?
37	What difficulties in use exist in discussing height above mean sea level?
3585	How did Japan approach economic expansion in the Nationalist era?
2321	What are the demographics of Victoria (Australia)?
3105	What were the effects of the expansion of slavery in Louisiana?
3409233	Why do cats purr?
819	What is cinema?
2867851	How does evolution disprove god?
3493	What factors have led to Portuguese becoming the fastest growing European language today?
3999	Why is it critical for ports to be near other infrastructure?
1497	How did mining and logging cause a spike in immigration? How did industry advance as a result?
1371419	How do we make a stronge and durable table with ice cream sticks and maybe glue?
1908	Why did Turkey's non-Muslim population decline in the first half of the 20th century?
125	What defines a true canal??
3879	How did Churchill's Royal Military Collage career progress?
2834	What characterized Stalin's schooling?
2215	What changes occur in the status of Congress?
668422	How do you get rid of itchy, watery eyes?
2449	What led to the French selling portions of the Midwest in the Louisiana purchase?
1813	What were the naming conventions of West Germany?
690	What is the government structure of New Zealand?
83371	how does a man hold a door open for a women when the door swings in instead of out?
632	How well do Facebook's ads perform?
2142044	What do you speculate happened to Natalie Holloway in Aruba?
893	How did Baltimore get its name?
2045	"What is the meaning of the expression ""linguae francae"" in the context of Standard Chinese as a communication medium?"
1096	How did Old Dutch develop into Middle Dutch?
3190	Who runs the administration of the euro?
4361251	briefly explain why the apostle were vital to christianity?
2664903	How does a person become a Kentucky Colonel?
4324696	Why don't truth in advertising laws apply to religion?
1136016	Why do we allow incompetent M Ps to tell us what to do?
2358	How is the Korean language constructed?
209181	Why do I have to have to have the fan on when I go to sleep?
242701	why does taco bell always make me nauseas?
1305	How did human civilization advance from the lands that are now Ukraine?
2221	How did the Russian revolution give power to communism?
312215	how good is apple pie when it is cold?
3352085	I have an unwelcome visitor in my flat - how do I get rid of it?
3487	How did WWII change the geographic distribution of the Polish language?
3263	Why did culture develop according to terror management theory?
1018	How do British and American English differ?
644	What did the Beijing Agreement accomplish?
4086	How does an aircraft carrier's flight deck differ from a land-based runway?
94629	why receptors are good drug target?
637206	Why should I open a school in Dubai?
4183970	why do we need to eat two servings of fruits and vegetables ?
3331	How was the Alliance formed?
3900	What is the etymology of Singapore?
465	Why is Copenhagen an important city in Denmark?
1329815	why every plane disappear when they cross over the bermuda triangle?
1691245	why does a plane  flight from London to New York take longer that the other way around ?
2702	Going from a Hollywood actor to the White House, briefly what is the story of Ronald Wilson Reagan?
2330	What role did the Iroquois Confederation have in the Ohio Valley?
1227	How was the EEC enlarged in the 1960s and 70s?
648	How Does Eudoxus of Cyzicus's First Voyage Feature In The History Of Our Planet's Trade Routes & Political Exploratory Movements?
1361	What is kindergarten?
3052	what are the origins of the jews?
3171095	Why when someone is deaf and blind did they also call them dumb?
1033328	what is the policy on insurance coverage  of rental vehicles when using mastercard/visa?
982792	why should i respect Christianity?
3802	What type of political support is given to nationalization?
603	How is Austria divided administratively?
466	Why was most of early Copenhagen lost in the 18th century?
2622	How is compulsory healthcare insurance enforced?
1246269	How does a pardon work?
850	What impact did Spanish explorers have on Texas's original inhabitants?
3359	Why do the Galapagos Islands host many endemic species?
692	What would characterize California if it were a country?
4142	How did Charlemagne influence the direction of European history?
138	How did the use of the phrases as summaries of teaching emerge over time during the Reformation?
4104	What is the origin of the name Beijing?
2768	Why does Virginia have one of the highest concentration of veterans?
2962	Which crafts and missions have reached the moon?
1410748	how do you buy a massage chair?
103830	Why do man Arabs hate the west ?
3153	What different subgenres influenced rock and roll in the 1950s?
1676126	What is/was the most powerful Empire in history?
1410	How did dialects of Germanic peoples emerge?
1465308	Why is Trent Lott back?
2665	How was Mumbai renamed in the late 20th century?
1015398	what's the purpose of my life?
3364692	What is the cheapest way to send packages?
2657907	i receive an email that my email ID won 250000$ from E.A.A.L did any one receive such email PLS notify me?
1582877	why do we go to school if in the real world we dont use most of it?
1637629	how do i get rid of fleas off my cat?
3329	How is Rio de Janeiro the main cultural hub of Brazil?
1716	What was Cricket originally thought to be?
353	What happened in Queen Elizabeth II's life in the Second World War?
2776	What was discovered in the Matsuoka 2002 study.
3214	What do scientists believe to be the direct cause of homosexuality?
1779	"Why has Marx been called ""the first great user of critical method in social sciences""?"
2289	How did Wisconsin become a state?
507671	why does my cat lick iron?
2118991	How can the voters in New Orleans vote Nagin back in?
53	What countries did the Rhine belong to during medieval times?
2057	What is the ecogeographical definition of Oceania?
2792	Why did John Fell elect to consolidate operations?
3012	What types of buildings have been constructed in the style of Romanesque architecture?
1608	In what ways was the Roman empire divided during Emperor Diocletian's administration?
1852	How is forced marriage regarded as a form of slavery?
1983	Why has a strong music scene emerged from Glasgow?
2858910	What non-astronount was on the Space stulle and what was her name and what did she do for a livin?
3231140	what is a mandula oblongata?
835400	What causes itching hands,arms and feet that turn red?
2245	What was Pakistan's medieval period defined by?
2120	"Can you weigh the advantages and disadvantages of ""No Child Left Behind""?"
3995	Why are ports important?
3356	What are the roots of the word Endemism?
1089427	How to prepare butter from cream (malai)?
3017	What extremes experienced during recent years have led to the dire circumstances in Detroit?
2452131	How do you slow down an electric meter?
2030	What role do natural sciences have in UNESCO?
2383	What was the role of Arizona during the Civil War?
2527	What kinds of protected areas exist?
2363	What is the learner's focus in vocational learning?
3142	How is the Reformation and literacy related?
448	How did the United States actions in 2003 lead to the dissolving the Sunni Army?
1192	What factors have contributed to Jordan's foreign debt in recent years?
3196746	Have a white coffeemaker ,is getting brown,can somebody tell me how to clean it,tryed every thing thy?
1700	Why was the antebellum period difficult for the library?
1174	How does the National Collegiate Athletic Association relate to playoffs in college football?
3599	What type of museums are located in Jakarta?
2779	How did the Native Americans plant their maize?
1319	What is the occurrence of Granite?
245637	Why do women ignore the red spot after crossing legs?
3326	Why is Rio de Janeiro one of the highly visited city in the Southern Hemisphere?
3314	What is the role of graticule on the sphere?
3038	How does Marxism relate to the Industrial Revolution?
2607	How were Europeans and Americans involved in the Graham Affair?
320716	what is your definition of ebonics?
2934371	"Why did Elie Wiesel choose ""Night"" as his title for his memoir?"
3846559	How do you go to sleep faster without taking sleeping pills?
2878	What were the results of the Russo-Turkish war?
2060	What was the United States War significance in the Civil War?
3898	How did Bill Clinton reform the Arkansas education system?
4050	What is the Lutheran understanding of the Lord's Supper?
4149	{}
1213	How is Frankfurt a multicultural city?
2456	How does the Republican National Committee play a role in the Republican Party?
1403	What are the limits of GDP?
1727879	why is organic all natural food  more expensive?
1712669	what is the difference between MD and PHD?
3723	What is Sikhism based on?
1399	Why is it necessary to distinguish the history of the concept of GDP from the history of changes in the ways of estimating it?
1288	How did the Appalachian Mountains receive their name?
3753	What are the politics of Qatar?
3922248	What is the sqare root of -16?
3051597	how do you get rid of acne fast?
2002	For what reasons have some modern democracies tried to restrict the vote?
769	How did the ancient Greeks colonize Kuwait in the 3rd century BC?
378	What innovations were made in Liverpool?
1517422	how do i shoot good black and white photographs?
1527	Why did the first colony of African Americans, located in present day South Carolina, fail?
2456114	why does the people will get aids?
4250296	What do doctors do when a patient has a Do Nor Resuscitate Order?
3045976	How can peace reign the world?
898834	Why don't they make cigarette flavored toothepaste?
2237	How did the Six Day War affect Jerusalem?
2361270	How do I cook a great chuck roast?
1218882	how can you tell the difference between boy and girl fish?
2518355	What does Vodka taste like?
3269759	what is artificial intelligence?
2736707	what is locust?
398865	What is your favourite pizza topping and why?
2011913	What is meant by standard of living?
2656513	How do I prevent Mosquito bites?
179	What shows the documented evidence of modern Spanish?
1468989	what does water taste like?
649	Many Of The Worlds Ports Trade Activities Depend On The Navigability Of The Indian Ocean: Elaborate?
2510	What happened to Charles I?
1623	Why does the OED receive criticism?
2434087	What's the difference between a hill and a mountain?
1898	What is the United Nations Development Programme?
1723	How was the Nobel Prize first created?
373125	How do you trim fresh green beans?
4137	What are the characteristics of a lingua franca?
3756	What modern reforms helped form the modern version of Turkish?
520	How was Latvia's economy affected by the economic crisis of 2008-2009?
3513	In what ways does majority rule characterized democracy?
3297	How has inward migration influence French people and culture?
3969	Why do some members of the LGBT community not want to be part of the community?
1256	Why is an absolute poverty threshold important as a definition?
2923	What characterizes Taiwanese geography?
3711	How was professional Baseball affected by WWII?
2886	What kind of impacts do rapid environmental changes have on biodiversity?
1631	What is the OECD?
3291	How does Forbes gather and publish content for its magazine?
3798	How does renewable energy bring us back to a time before the Industrial Revolution?
292	As a contry close to the equator, what is El Salvador doing to combat climate change?
3593	What is the origin of the name Baltic Sea?
2335411	why do we sing god save the queen?
2539741	what cause the car to have white smoke coming from the muffler and making a kicking or knocking sounds?
3057	What is the early history of Central Asia?
1889	What are the major population centers of the British Isles?
687892	"What does ""All that glitters is gold"" really mean?"
113	What was the Seima-Turbino Phenomenon?
3617	How has Athens changed and improved since the 1980s?
3901	How did the arrival of Thomas Stamford Raffles effect the population growth and makeup of Singapore?
2387	Why is Geneva such a centrally important city in Switzerland?
1514356	why am i so sleepy even though i had a goodnights sleep?
2218058	What are the purposes of windmills?
1190518	Why does the bible leave out the existance of Adam's first wife?
1763	What were some of the early influences in the Bosnia and Herzegovina region, and how did they leave their mark?
4181	What are characteristics of State Schools in Bangladesh?
1268	How did the city of Medina establish religious freedom in the 7th century?
1598	What prizes accompany the prize?
266016	What is the mean of attracting attention in the process of advertisment?
575	What is tuberculosis?
3135	What events lead to the first European contact with Indonesian traders?
3319679	how does the tar of a cigarette affect ones health?
4256593	How do I remove the SIMM card on a LG VX8300 Cell Phone?
304522	How can School leavers get jobs that ask for experience when they haven't got any experience ?
1881599	what are chormosomes?
215	How were Coat of Arms used in French heraldry?
4272863	Why do the girls like French accent?
913281	Do anybody know how to make smoothies?
1705428	How did Constantinople  become the capital of the Roman Empire and what are it's geographic advantages?
2831	What were Stalin's effects from 1939 to 1945?
4141706	Why do birds suddenly appear evrytime, you are near?
2130815	Hi, why do we have two hands?
4332233	How can I get a cat thats over $10000000000000?
1451	What caused tensions between Iraq and Kuwait to heat up before the war?
1559	What are the ingredients to be found in a Coca-Cola product?
4185395	how can i cure the std or the sexually transmitted disease?
3544	How were pounds valued elative to the dollar before being made free-floating?
